curated_id,molecule_id,source,analogue_component_id,sealed_block_id,outer_fold,outer_test_block
SSCP-640a8982a75fa310,MOL-663b5236b924b18b,2021_Kelly,AC-6d3257a2b83e15dc,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-640e2371ecd1c62b,MOL-5706c969dbfc2f0a,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-6420ee3bdfdaeb36,MOL-145eccf3d0239401,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-642757e4723b7b93,MOL-45fa7206c33257a7,2022_Bhardwaj,AC-3b8dfcf80509a5e1,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6427fe08d91ed7e2,MOL-616c14ad56ec27cc,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-642e6a296315fbc2,MOL-d3f655f725fbcd94,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6430251cc5371d25,MOL-92b80fc409001b41,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-64336101efb893f9,MOL-56f7689b7a1c2f2a,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-643561d7f8993049,MOL-30662e7817faf170,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-644405e02c7b8b12,MOL-1be6d090bb33de6c,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-64478ef28a543f5a,MOL-40c245ecd49c8c32,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-644ad211c1219554,MOL-735548685c87e213,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-644c19994a43dc07,MOL-3ab6a0e8ddb3f1ae,2018_Naylor,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-645f1165c64e5a6b,MOL-468c6f292d3a1eab,2020_Furukawa,AC-114e657b947b31ec,BLOCK-5f91132e1b252609,9,BLOCK-5f91132e1b252609
SSCP-647387ca089a2664,MOL-34721b8a72244868,2021_Kelly,AC-ac7e5d0036401990,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-6475b56f08c83605,MOL-fe30fb1308155f45,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-64801f0f766820e0,MOL-b726a604d93bf7a5,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6483480393e8c0bb,MOL-1840e297b318a8b7,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-6485cbf77b459ecd,MOL-e57b42903dc46863,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6488547e21de6827,MOL-2aa30eb8f0d4bedb,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-64896f28a7c09573,MOL-01c27e7ff9ad5e25,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6499df16230646af,MOL-7cd2305f8c526de7,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-649dbbc7edc1c22a,MOL-a7ee51e886b2271c,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-64aac172e6cd4dfb,MOL-6a076360491e514d,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-64aad4c0177d79c1,MOL-f9e0eded5ffc74e0,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-64c6d07684bc625a,MOL-9567b1bc073c0b63,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-64deff97f0f77c8a,MOL-28ea5899bd9a2cc3,2021_Comeau,AC-b74b4d5565722d16,BLOCK-bb4bcb852b735057,12,BLOCK-bb4bcb852b735057
SSCP-64e864f72dcacc77,MOL-84f2387a0cc7fed6,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6504c9de9fe84e5e,MOL-e9653c491b75137c,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6508bc8e874b5171,MOL-e7e2435d067bf86c,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-650f14e70d88d5b0,MOL-406c37e503e257f0,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-65190655ed61d975,MOL-675437c254f198f0,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6526980778d619b4,MOL-fc843d4d2f3f75f8,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-652790d78f3ed7d4,MOL-1505f10cd9e67139,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-654d94c31b5c69f2,MOL-b4587a00a7bbc61d,2024_Koch,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-6557716e76ae5365,MOL-d6254a5ed5d2486f,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-655840011e6f5be7,MOL-bbcc5c4426aeb3b7,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-656970636682393b,MOL-98694ebb5e6901d3,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-656db08078cff6ce,MOL-76ec26dc5a88c1af,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-65747dc66b4dcd12,MOL-f546179a64887f21,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-657bc02f309da03d,MOL-eb92b998a1268af6,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-65883bf3a6f95637,MOL-3701033497550768,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-65b1c6680a5999dd,MOL-7f852c4354b89704,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-65b63834cd7ea272,MOL-231f81635f6d1852,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-65bf78dc49c8b372,MOL-a82a56eef7d890d0,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-65c60471a443152b,MOL-a0f37e9cff96e121,2022_Bhardwaj,AC-73b3462975532c8b,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-65cc4a10e1a91bf0,MOL-b70824d23f5ff7a6,2016_Hickey,AC-c252bb56833af5f3,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-65cd54f0f99fc83d,MOL-6ae572e291bf31a1,2022_Bhardwaj,AC-41eb9090ab134ebf,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-65d1e9990d2c9994,MOL-a81f751f8d19b13a,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-65d8857f64e211be,MOL-ec8b55faf9dde0fe,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-65f6e694d2d21d98,MOL-e6654d40417bcc53,2018_Naylor,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-65fab0878e2604a5,MOL-26bd26c9379c3857,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-66030863d9495cf3,MOL-49b975879c427d7f,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6612a9d7f70449f1,MOL-455fcacb47b4c0dc,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-662f4acf535c1883,MOL-1f8553041b91618d,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6630a5c4e4c1f29f,MOL-78010a6cb9358faf,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-66420910d7b0de3e,MOL-c58b17e5da0bf196,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-66420df55d2dfc3e,MOL-b78ee1969ae0744e,2018_Naylor,AC-4cbd321fd3e6c472,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6656f86ac88736d3,MOL-3e19d3de333057c0,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-665aee58f9744b1b,MOL-ee936356b12fdad9,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-6667ba5e44fbbe8f,MOL-d84856bbe3396fe9,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-66734c451e4ece7b,MOL-84d84ef0ddfcbb03,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-667f3ccbfb92d232,MOL-bce618a4d6cdf12c,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-668162a9dc5d5521,MOL-f8a28d18caee153b,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-668205a81fb093b8,MOL-a702aabf9ee4fc2d,2015_Wang,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6693bee5ba041145,MOL-beb179ec1cd3c520,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-669561f86bc8c954,MOL-c1e1b3d5940624c7,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-66b2edd8d89d0b06,MOL-243f809775c09877,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-66b3fadaeb32c894,MOL-19258d6a539c83a0,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-66c208e5267d0861,MOL-f046eee3e138bbc4,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-66cd103a486fd15c,MOL-5ee79c8ebec4ba52,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-66ce401a42f9803a,MOL-672db4c30cebc37d,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-66d2fabf5bff159b,MOL-dd9180e5390a88a7,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-66ee51993f380c2d,MOL-9d8db9adb32577fe,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-66f4f6382dbed81b,MOL-536dd9fa990f0707,2022_Bhardwaj,AC-8aec131b5f441d40,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-66f6944ee01429d4,MOL-b37ea3f72c0299bd,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-66ff6469bd7cec2d,MOL-7c72a497607e7b56,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-67028a47e680cd2d,MOL-a98cabf6e33dd3e6,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-670dc945a101811e,MOL-fe9908a8aac949b1,2021_Kelly,AC-ac7e5d0036401990,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-670e24c746d5f682,MOL-a891865ee56e02ac,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-67117dc980b1e6d8,MOL-8c6366470aa98a5a,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6712a28ef7fd2fbf,MOL-1d97aabee2239a67,2021_Kelly,AC-ac7e5d0036401990,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-671405231cc2a8a4,MOL-53d3b76a5ba7e685,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-67206e0416f18044,MOL-e1759628f00a890a,2024_Otani,AC-11a24b60c76c2ff1,BLOCK-e729b0aa52978c75,17,BLOCK-e729b0aa52978c75
SSCP-672413687901adeb,MOL-b877ec8737a3090f,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-672b66a67d7ddd56,MOL-ed6f5973ebe0b568,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-672ded41b1cd2d0a,MOL-a1ae671da513d052,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-672f5d3a52344363,MOL-7d2f6d84bbcd0d3d,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6731f2c1c6342791,MOL-dddf748783979872,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-6735ae1d9a33797c,MOL-1b6bfa9a8c90e86f,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-673f6532d9f6b25f,MOL-f15f160687956792,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-67416c026576acde,MOL-78b66941b9c52665,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-674ee9fbc03cb076,MOL-42570683e7fcf4b2,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-6758711ecba29a00,MOL-5e43c2f9df35b194,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6770f50e7a200174,MOL-e8e9a4a7684de424,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-677dc49ade059e75,MOL-20523861a137c3f0,2020_Hosono,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-677dd7def4cf43d2,MOL-9ea40ee1899b7274,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-679a41a04c44933e,MOL-b95ffd4e153c3da3,2015_Ahlbach,AC-e1bdaf5a7a5bceaa,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-67adc4f81f723277,MOL-17e8554295fb550e,2013_CHUGAI,AC-49ac2e2035de7e98,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-67b7cd5729622398,MOL-afd79c5c636b297e,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-67ba31f3365acce7,MOL-b4cc6fe7b7eb667b,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-67bfd0371c44f9b1,MOL-b1211b6338625d37,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-67c540fa78e3fbe5,MOL-179610ea9229f13b,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-67c7d1212db02a80,MOL-a35889dc65d65370,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-67ce854cb79ff867,MOL-b31c1d49b1563843,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-67dbe0e8d0c0ca21,MOL-191d357c075c74d8,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-67dd5b00654a7206,MOL-0dcc603040638b58,2018_Naylor,AC-4cbd321fd3e6c472,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-67f2994fe858dc24,MOL-c2c8c58fa839d251,2022_Bhardwaj,AC-5c38ebd1a3a445e8,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-680074bc41edc63d,MOL-a245727abb6b86cb,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6802f290cd2ad698,MOL-8450c7b3efafe82d,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-680db35663a52f20,MOL-c36f5c2d74fc7418,2021_Kelly,AC-ac7e5d0036401990,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-681c2afd2ce35577,MOL-9789b4b169a48b2c,2015_Wang,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-681f9ba178f50378,MOL-8be80ded4eca094a,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-6833bdba801fbc89,MOL-822f549e666b63f7,2021_Kelly,AC-ac7e5d0036401990,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-68453d7b2b543808,MOL-5e240d8ef1ff7f39,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-684bc7498519ba9d,MOL-dfa02a2df830923a,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-684d2e5b6afb5b94,MOL-e99e6b3a1e51a2bf,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-68502a00d6148f4b,MOL-21d228b4c14421ea,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-685ca0d417ffb984,MOL-fb10a372cbe18665,2022_Bhardwaj,AC-b53240a6d45045a4,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-68938f14a2e702b3,MOL-2e47b870feca998b,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-68ab37aa0b03a1a3,MOL-92f7dca031bcd03f,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-68b3acddae3e4dd0,MOL-3d288e67e97de272,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-68b564766c370b96,MOL-983e68fff7812c32,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-68b93ae93c747b7d,MOL-5e6644cc744ad73d,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-68bbe39880856c7e,MOL-8195d7d0f35c52e3,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-68cf33e2fafcab79,MOL-f185a36892f1d00b,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-68d37095602ab51d,MOL-47f5c46055066a75,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-68db4484f89802c5,MOL-bad102698da453bc,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-68dd53621f6ddadc,MOL-ba0e3f1f56b5cb15,2021_Kelly,AC-6d3257a2b83e15dc,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-68e4c5bb24e53b62,MOL-e24a7eeae545e7e0,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-68eae66155250596,MOL-746a4efb0e745fd9,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-68ebca60c771370c,MOL-ec298115b1ff93df,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-68f233e4ec79980b,MOL-3b16d97f8ec4d7fc,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-68f34b2dd698450e,MOL-63017077831e101d,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-68f5956e58c892e1,MOL-90297bdacd070200,2022_Bhardwaj,AC-3b8dfcf80509a5e1,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6903113ef7186ea4,MOL-346bd75bf84a4e83,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-691d6c05b3d1192b,MOL-43b7229432f8e6e5,2022_Lee,AC-4cbd321fd3e6c472,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6922e565472de0ef,MOL-fb134ac3fe513489,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6927d7fdfca5685d,MOL-b2bd18607ab642c5,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-692c6fb69626354b,MOL-d22f8a1dae52aa84,2022_Bhardwaj,AC-b20167138b632b86,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-694073c6acf1158b,MOL-4e2bbaccecc5e55a,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6947da72bac2811e,MOL-f151784e1efd1960,2015_Wang,AC-3912d05a4a2ac3ab,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-694a69f174dc0bf6,MOL-f5d8cee1a82e41f0,2015_Wang,AC-f88822375bf97a5d,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-69547adc99b15544,MOL-d8ed11c1cfe8c59c,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-695d57c8b3247548,MOL-788001d53cdc6cfb,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-695d6daed5428ad7,MOL-445d17c7a0c27640,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-695ffcba077adf70,MOL-941ebe95ecee89d3,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6960dec695da5cd2,MOL-1284243075f8f761,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-696c5ffe68b6ba14,MOL-fd04cac9ec872085,2015_Wang,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-696e29363483126c,MOL-c26095df97d4910f,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-696febb25971b9fa,MOL-3834727a1d4a65c6,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-6976aa466682efee,MOL-334ef8d408cf43dd,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-6977e4665c5dc3e8,MOL-4eb39dc69e750752,2015_Ahlbach,AC-a25eddbdf874dca9,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-697eebe472a6afa7,MOL-db768391f252a061,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-6989eee6f4185234,MOL-c8a4d689f97ae063,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-698f87278d00ae6d,MOL-1f4d25f93825d844,2018_Naylor,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-6996c2f34449f49e,MOL-a7f90897b5f8b9be,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-69baa2a6511b4a37,MOL-5e391860c80d074e,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-69bb6909865761fd,MOL-9df5453fac307870,2022_Bhardwaj,AC-04d3c45276b65ace,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-69c251e07b0001dc,MOL-dd3eecb3be474c11,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
